unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
CRWD|0000950103-26-013019|nonDerivative|2026-08-26|Kurtz George|S|Class A common stock|200|184.69|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-08-27,2026-08-25,0000950103-26-013019,https://www.sec.gov/Archives/edgar/data/1535527/000095010326013019/ownership.xml,nonDerivative,2026-08-26,S,Class A common stock,200,184.69,36938.0,7885619,D,Kurtz George,"Director, Officer, PRESIDENT AND CEO",1,1,0,PRESIDENT AND CEO,SEC EDGAR
CRWD|0000950103-26-013019|nonDerivative|2026-08-26|Kurtz George|S|Class A common stock|320|185.90|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-08-27,2026-08-25,0000950103-26-013019,https://www.sec.gov/Archives/edgar/data/1535527/000095010326013019/ownership.xml,nonDerivative,2026-08-26,S,Class A common stock,320,185.90,59488.0,7885299,D,Kurtz George,"Director, Officer, PRESIDENT AND CEO",1,1,0,PRESIDENT AND CEO,SEC EDGAR
CRWD|0000950103-26-013019|nonDerivative|2026-08-26|Kurtz George|S|Class A common stock|840|187.05|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-08-27,2026-08-25,0000950103-26-013019,https://www.sec.gov/Archives/edgar/data/1535527/000095010326013019/ownership.xml,nonDerivative,2026-08-26,S,Class A common stock,840,187.05,157122.0,7884459,D,Kurtz George,"Director, Officer, PRESIDENT AND CEO",1,1,0,PRESIDENT AND CEO,SEC EDGAR
CRWD|0000950103-26-013019|nonDerivative|2026-08-26|Kurtz George|S|Class A common stock|2719|187.95|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-08-27,2026-08-25,0000950103-26-013019,https://www.sec.gov/Archives/edgar/data/1535527/000095010326013019/ownership.xml,nonDerivative,2026-08-26,S,Class A common stock,2719,187.95,511036.05,7881740,D,Kurtz George,"Director, Officer, PRESIDENT AND CEO",1,1,0,PRESIDENT AND CEO,SEC EDGAR
CRWD|0000950103-26-013019|nonDerivative|2026-08-26|Kurtz George|S|Class A common stock|2801|188.87|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-08-27,2026-08-25,0000950103-26-013019,https://www.sec.gov/Archives/edgar/data/1535527/000095010326013019/ownership.xml,nonDerivative,2026-08-26,S,Class A common stock,2801,188.87,529024.87,7878939,D,Kurtz George,"Director, Officer, PRESIDENT AND CEO",1,1,0,PRESIDENT AND CEO,SEC EDGAR
CRWD|0000950103-26-013019|nonDerivative|2026-08-26|Kurtz George|S|Class A common stock|2160|189.88|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-08-27,2026-08-25,0000950103-26-013019,https://www.sec.gov/Archives/edgar/data/1535527/000095010326013019/ownership.xml,nonDerivative,2026-08-26,S,Class A common stock,2160,189.88,410140.8,7876779,D,Kurtz George,"Director, Officer, PRESIDENT AND CEO",1,1,0,PRESIDENT AND CEO,SEC EDGAR
CRWD|0000950103-26-013019|nonDerivative|2026-08-26|Kurtz George|S|Class A common stock|760|190.61|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-08-27,2026-08-25,0000950103-26-013019,https://www.sec.gov/Archives/edgar/data/1535527/000095010326013019/ownership.xml,nonDerivative,2026-08-26,S,Class A common stock,760,190.61,144863.6,7876019,D,Kurtz George,"Director, Officer, PRESIDENT AND CEO",1,1,0,PRESIDENT AND CEO,SEC EDGAR
CRL|0001100682-26-000140|nonDerivative|2026-08-25|FOSTER JAMES C|M|Common Stock|21132|194.12|D,2026-09-03 04:15:26+0000,CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",0001100682,4,2026-08-27,2026-08-25,0001100682-26-000140,https://www.sec.gov/Archives/edgar/data/1100682/000110068226000140/form4.xml,nonDerivative,2026-08-25,M,Common Stock,21132,194.12,4102143.8400000003,52728,D,FOSTER JAMES C,Director,1,,,,SEC EDGAR
CRL|0001100682-26-000140|nonDerivative|2026-08-25|FOSTER JAMES C|M|Common Stock|12429|208.44|D,2026-09-03 04:15:26+0000,CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",0001100682,4,2026-08-27,2026-08-25,0001100682-26-000140,https://www.sec.gov/Archives/edgar/data/1100682/000110068226000140/form4.xml,nonDerivative,2026-08-25,M,Common Stock,12429,208.44,2590700.76,65157,D,FOSTER JAMES C,Director,1,,,,SEC EDGAR
CRL|0001100682-26-000140|nonDerivative|2026-08-25|FOSTER JAMES C|S|Common Stock|33561|300.00|D,2026-09-03 04:15:26+0000,CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",0001100682,4,2026-08-27,2026-08-25,0001100682-26-000140,https://www.sec.gov/Archives/edgar/data/1100682/000110068226000140/form4.xml,nonDerivative,2026-08-25,S,Common Stock,33561,300.00,10068300.0,31596,D,FOSTER JAMES C,Director,1,,,,SEC EDGAR
CRL|0001100682-26-000140|derivative|2026-08-25|FOSTER JAMES C|M|Stock Options (Right to Buy)|21132|0|D,2026-09-03 04:15:26+0000,CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",0001100682,4,2026-08-27,2026-08-25,0001100682-26-000140,https://www.sec.gov/Archives/edgar/data/1100682/000110068226000140/form4.xml,derivative,2026-08-25,M,Stock Options (Right to Buy),21132,0,0.0,7044,D,FOSTER JAMES C,Director,1,,,,SEC EDGAR
CRL|0001100682-26-000140|derivative|2026-08-25|FOSTER JAMES C|M|Stock Options (Right to Buy)|12429|0|D,2026-09-03 04:15:26+0000,CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",0001100682,4,2026-08-27,2026-08-25,0001100682-26-000140,https://www.sec.gov/Archives/edgar/data/1100682/000110068226000140/form4.xml,derivative,2026-08-25,M,Stock Options (Right to Buy),12429,0,0.0,12429,D,FOSTER JAMES C,Director,1,,,,SEC EDGAR
CNC|0001071739-26-000169|nonDerivative|2026-08-26|KOSTER CHRISTOPHER|S|Common Stock|56500|66.90|D,2026-09-03 04:15:26+0000,CNC,CENTENE CORP,0001071739,4,2026-08-27,2026-08-26,0001071739-26-000169,https://www.sec.gov/Archives/edgar/data/1071739/000107173926000169/wk-form4_1787863499.xml,nonDerivative,2026-08-26,S,Common Stock,56500,66.90,3779850.0000000005,248853.991,D,KOSTER CHRISTOPHER,"Officer, Secretary & General Counsel",0,1,0,Secretary & General Counsel,SEC EDGAR
CINF|0001289454-26-000006|nonDerivative|2026-08-25|Debbink Dirk J|P|Common Stock|1000.00|171.64|I,2026-09-03 04:15:26+0000,CINF,CINCINNATI FINANCIAL CORP,0000020286,4,2026-08-27,2026-08-25,0001289454-26-000006,https://www.sec.gov/Archives/edgar/data/20286/000128945426000006/primarydocument.xml,nonDerivative,2026-08-25,P,Common Stock,1000.00,171.64,171640.0,62059.482,I,Debbink Dirk J,,true,false,false,,SEC EDGAR
CHD|0000313927-26-000307|nonDerivative|2026-08-26|Linares Carlos G.|M|Common Stock|15375|50.28|D,2026-09-03 04:15:26+0000,CHD,CHURCH & DWIGHT CO INC /DE/,0000313927,4,2026-08-27,2026-08-26,0000313927-26-000307,https://www.sec.gov/Archives/edgar/data/313927/000031392726000307/form4.xml,nonDerivative,2026-08-26,M,Common Stock,15375,50.28,773055.0,20042.8102,D,Linares Carlos G.,"Officer, EVP Chief Tech&Global New Prod",,1,,EVP Chief Tech&Global New Prod,SEC EDGAR
CHD|0000313927-26-000307|nonDerivative|2026-08-26|Linares Carlos G.|S|Common Stock|15375|103.00|D,2026-09-03 04:15:26+0000,CHD,CHURCH & DWIGHT CO INC /DE/,0000313927,4,2026-08-27,2026-08-26,0000313927-26-000307,https://www.sec.gov/Archives/edgar/data/313927/000031392726000307/form4.xml,nonDerivative,2026-08-26,S,Common Stock,15375,103.00,1583625.0,4667.8102,D,Linares Carlos G.,"Officer, EVP Chief Tech&Global New Prod",,1,,EVP Chief Tech&Global New Prod,SEC EDGAR
CHD|0000313927-26-000307|derivative|2026-08-26|Linares Carlos G.|M|Stock Option (right to buy)|15375|0|D,2026-09-03 04:15:26+0000,CHD,CHURCH & DWIGHT CO INC /DE/,0000313927,4,2026-08-27,2026-08-26,0000313927-26-000307,https://www.sec.gov/Archives/edgar/data/313927/000031392726000307/form4.xml,derivative,2026-08-26,M,Stock Option (right to buy),15375,0,0.0,0,D,Linares Carlos G.,"Officer, EVP Chief Tech&Global New Prod",,1,,EVP Chief Tech&Global New Prod,SEC EDGAR
CDNS|0000813672-26-000098|nonDerivative|2026-08-26|Scannell Paul|S|Common Stock|280|339|D,2026-09-03 04:15:26+0000,CDNS,CADENCE DESIGN SYSTEMS INC,0000813672,4,2026-08-27,2026-08-26,0000813672-26-000098,https://www.sec.gov/Archives/edgar/data/813672/000081367226000098/wk-form4_1787868858.xml,nonDerivative,2026-08-26,S,Common Stock,280,339,94920.0,31720,D,Scannell Paul,"Officer, Sr. Vice President",0,1,0,Sr. Vice President,SEC EDGAR
CDNS|0000813672-26-000097|nonDerivative|2026-08-25|SANGIOVANNI VINCENTELLI ALBERTO|S|Common Stock|280|318.3329|D,2026-09-03 04:15:26+0000,CDNS,CADENCE DESIGN SYSTEMS INC,0000813672,4,2026-08-27,2026-08-25,0000813672-26-000097,https://www.sec.gov/Archives/edgar/data/813672/000081367226000097/wk-form4_1787868853.xml,nonDerivative,2026-08-25,S,Common Stock,280,318.3329,89133.212,41764,D,SANGIOVANNI VINCENTELLI ALBERTO,Director,1,0,0,,SEC EDGAR
CDNS|0000813672-26-000097|nonDerivative|2026-08-25|SANGIOVANNI VINCENTELLI ALBERTO|S|Common Stock|240|319.31|D,2026-09-03 04:15:26+0000,CDNS,CADENCE DESIGN SYSTEMS INC,0000813672,4,2026-08-27,2026-08-25,0000813672-26-000097,https://www.sec.gov/Archives/edgar/data/813672/000081367226000097/wk-form4_1787868853.xml,nonDerivative,2026-08-25,S,Common Stock,240,319.31,76634.4,41524,D,SANGIOVANNI VINCENTELLI ALBERTO,Director,1,0,0,,SEC EDGAR
CDNS|0000813672-26-000097|nonDerivative|2026-08-25|SANGIOVANNI VINCENTELLI ALBERTO|S|Common Stock|380|321.1624|D,2026-09-03 04:15:26+0000,CDNS,CADENCE DESIGN SYSTEMS INC,0000813672,4,2026-08-27,2026-08-25,0000813672-26-000097,https://www.sec.gov/Archives/edgar/data/813672/000081367226000097/wk-form4_1787868853.xml,nonDerivative,2026-08-25,S,Common Stock,380,321.1624,122041.712,41144,D,SANGIOVANNI VINCENTELLI ALBERTO,Director,1,0,0,,SEC EDGAR
CDNS|0000813672-26-000097|nonDerivative|2026-08-25|SANGIOVANNI VINCENTELLI ALBERTO|S|Common Stock|309|323.5405|D,2026-09-03 04:15:26+0000,CDNS,CADENCE DESIGN SYSTEMS INC,0000813672,4,2026-08-27,2026-08-25,0000813672-26-000097,https://www.sec.gov/Archives/edgar/data/813672/000081367226000097/wk-form4_1787868853.xml,nonDerivative,2026-08-25,S,Common Stock,309,323.5405,99974.0145,40835,D,SANGIOVANNI VINCENTELLI ALBERTO,Director,1,0,0,,SEC EDGAR
CDNS|0000813672-26-000097|nonDerivative|2026-08-25|SANGIOVANNI VINCENTELLI ALBERTO|S|Common Stock|41|324.6637|D,2026-09-03 04:15:26+0000,CDNS,CADENCE DESIGN SYSTEMS INC,0000813672,4,2026-08-27,2026-08-25,0000813672-26-000097,https://www.sec.gov/Archives/edgar/data/813672/000081367226000097/wk-form4_1787868853.xml,nonDerivative,2026-08-25,S,Common Stock,41,324.6637,13311.2117,40794,D,SANGIOVANNI VINCENTELLI ALBERTO,Director,1,0,0,,SEC EDGAR
CDNS|0000813672-26-000096|nonDerivative|2026-08-25|Cunningham Paul|G|Common Stock|1000|0|D,2026-09-03 04:15:26+0000,CDNS,CADENCE DESIGN SYSTEMS INC,0000813672,4,2026-08-27,2026-08-25,0000813672-26-000096,https://www.sec.gov/Archives/edgar/data/813672/000081367226000096/wk-form4_1787868847.xml,nonDerivative,2026-08-25,G,Common Stock,1000,0,0.0,123586,D,Cunningham Paul,"Officer, Sr. Vice President",0,1,0,Sr. Vice President,SEC EDGAR
CAT|0001104659-26-102419|derivative|2026-08-26|Kaiser Jason|A|Phantom Stock Units|11|821.93|D,2026-09-03 04:15:26+0000,CAT,CATERPILLAR INC,0000018230,4,2026-08-27,2026-08-26,0001104659-26-102419,https://www.sec.gov/Archives/edgar/data/18230/000110465926102419/tm2624211-2_4seq1.xml,derivative,2026-08-26,A,Phantom Stock Units,11,821.93,9041.23,5476,D,Kaiser Jason,"Officer, Group President",0,1,0,Group President,SEC EDGAR
